Area_code,Area_name,Patient count,CV_AF,CV_CHD,CV_CVD,CV_HF,CV_LVSD,CV_HYP,CV_PAD,CV_STIA,Resp_AST,Resp_COPD,LS_OB,HD_CAN,HD_CKD,HD_DM,HD_PC,Neu_DEM,Neu_DEP,Neu_EP,Neu_LD,Neu_MH,MS_OST,MS_RA
B83027,HAWORTH MEDICAL PRACTICE,"9,384",0.026534527,0.04028133,0.007701523,0.007992327,0.002664109,0.158461211,0.005434783,0.023870418,0.069693095,0.022058824,0.101330203,0.031649616,0.031690141,0.06446622,0.007779199,0.006926684,0.123109025,0.007955138,0.007992327,0.007139812,0.000933489,0.006626736
B83033,KILMENY GROUP MEDICAL PRACTICE,"13,412",0.018640024,0.038323889,0.009727101,0.007232329,0.002385923,0.150164032,0.010289293,0.019609305,0.073068894,0.026319714,0.144538469,0.02333731,0.03832312,0.083692013,0.00745601,0.010065613,0.145219337,0.010893882,0.007232329,0.010512973,0.002301255,0.007727101
B83061,OAKWORTH MEDICAL PRACTICE,"3,472",0.024481567,0.031970046,0.010921178,0.007200461,0.001440092,0.162442396,0.00547235,0.016129032,0.061923963,0.027937788,0.090553977,0.02937788,0.033735795,0.069873596,0.003456221,0.00374424,0.100142045,0.007102273,0.004320276,0.006336406,0.002645503,0.005902778
B83602,NORTH STREET MEDICAL PRACTICE,"6,523",0.003985896,0.026368235,0.006795422,0.006745363,0.00122643,0.07925801,0.001073126,0.009504829,0.065307374,0.002759467,0.141337745,0.007511881,0.032616403,0.147187141,0.002452859,0.00291277,0.039470574,0.004963366,0.007205274,0.009198222,0.008814887,0.004446421
B83620,ADDINGHAM SURGERY,"2,941",0.043522611,0.042842571,0.011229646,0.011560694,0.007140428,0.226453587,0.00816049,0.032981979,0.05950357,0.018701122,0.072342126,0.05066304,0.082733813,0.06262386,0.007820469,0.004420265,0.075139888,0.006794564,0.002720163,0.007820469,0.000575043,0.007462687
B83624,I G MEDICAL,"18,002",0.037106988,0.039995556,0.014505452,0.015387179,0.005999333,0.173758471,0.007443617,0.02788579,0.057771359,0.015442729,0.065538253,0.039051217,0.038388626,0.057306973,0.020553272,0.01894234,0.081990521,0.008124577,0.002555272,0.007776914,0.021397526,0.007832039
C85001,GOLDTHORPE MEDICAL CENTRE PMS PRACTICE,"4,360",0.018348624,0.050917431,0.018503937,0.014908257,0.007798165,0.209862385,0.00940367,0.021788991,0.052981651,0.049541284,0.183833848,0.027752294,0.075778838,0.074763758,0.003211009,0.005733945,0.126017401,0.010384507,0.006192661,0.008486239,0.005630631,0.00933553
C85003,ASHVILLE MEDICAL CENTRE PMS PRACTICE,"11,631",0.021236351,0.046599605,0.013409962,0.012466684,0.004556788,0.171008512,0.008941622,0.021838191,0.063021236,0.035250623,0.213221499,0.028888316,0.038075268,0.07773659,0.004212879,0.010403233,0.10020969,0.009711952,0.00808185,0.009371507,0.001188213,0.005388512
C85004,PENISTONE GROUP PMS PRACTICE,"17,036",0.02805823,0.042204743,0.013999611,0.00986147,0.004402442,0.162831651,0.005811223,0.02424278,0.065390937,0.023244893,0.133727724,0.031521484,0.04287175,0.061559508,0.00305236,0.006633012,0.118463336,0.007084429,0.002465367,0.005811223,0.004049641,0.007675906
C85005,ROYSTON GROUP PRACTICE,"7,980",0.021303258,0.052255639,0.012337519,0.008897243,0.002756892,0.162781955,0.013283208,0.020802005,0.073433584,0.036716792,0.224537762,0.029448622,0.049514259,0.08203306,0.002756892,0.007769424,0.137104356,0.007991225,0.005388471,0.007393484,0.001226994,0.010199422
C85006,WOODLAND DRIVE MEDICAL CENTRE,"4,872",0.01908867,0.049055829,0.008099899,0.013752053,0.007183908,0.180418719,0.013752053,0.024220033,0.040024631,0.029351396,0.111355849,0.034893268,0.039892315,0.064367258,0.003899836,0.00636289,0.080763583,0.009055311,0.007183908,0.005336617,0.001347709,0.007684918
C85007,THE DOVE VALLEY PMS PRACTICE,"10,475",0.027589499,0.051264916,0.014364456,0.016038186,0.00372315,0.17451074,0.011646778,0.023102625,0.057183771,0.040477327,0.162165336,0.028448687,0.062940348,0.073592571,0.007541766,0.010310263,0.109910756,0.011625176,0.006968974,0.008782816,0.022426553,0.005974951
C85008,WALDERSLADE SURGERY,"13,064",0.023193509,0.044626454,0.010052219,0.008879363,0.001913656,0.172458665,0.008343539,0.023958971,0.059782609,0.027020821,0.163102367,0.030312309,0.051135824,0.08643018,0.003521127,0.008343539,0.163197415,0.00855432,0.003674219,0.007271892,0.002374863,0.006685858
C85009,THE KAKOTY PRACTICE,"6,615",0.012698413,0.032350718,0.00963126,0.007105064,0.003023432,0.115495087,0.009977324,0.013454271,0.04973545,0.030083144,0.112353055,0.016477702,0.020620543,0.061904762,0.001965231,0.009977324,0.166313355,0.013682791,0.00861678,0.016931217,0.008083141,0.007722735
C85010,HILL BROW SURGERY PMS PRACTICE,"17,266",0.02334067,0.049055948,0.012099154,0.008919263,0.00278003,0.170740183,0.009788023,0.024151512,0.056063941,0.036545813,0.158871141,0.029769489,0.040971277,0.076351016,0.005154639,0.008398008,0.121767782,0.009311654,0.005675895,0.005502143,0.002072396,0.008052657
C85013,WOMBWELL GMS PRACTICE,"10,346",0.028030157,0.05026097,0.009304775,0.017977962,0.012951865,0.141987241,0.006669244,0.026676977,0.070075391,0.041368645,0.187492291,0.028126812,0.080547675,0.083272373,0.008022424,0.008215736,0.088318737,0.009621315,0.0067659,0.008505703,0.001066667,0.006746988
C85014,THE ROSE TREE PMS PRACTICE,"8,629",0.023409433,0.049020744,0.008391608,0.010314057,0.002665431,0.177888515,0.014022482,0.024800093,0.051454398,0.036736586,0.197168857,0.030942172,0.072800809,0.085322281,0.001854213,0.007996292,0.175935288,0.006788964,0.00741685,0.006142079,0,0.010304912
C85015,ROTHERHAM ROAD MED CENTRE PMS,"5,134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C85016,DR MELLOR & PARTNERS,"11,891",0.02236986,0.042553191,0.011345219,0.008746111,0.005802708,0.148011101,0.007736944,0.020183332,0.060381801,0.038264233,0.144389616,0.02901354,0.053851105,0.07607544,0.003111597,0.006475486,0.100300365,0.010298219,0.005718611,0.008325624,0.001076195,0.008358583
C85017,PARK GROVE SURGERY,"11,132",0.021649299,0.054347826,0.005341712,0.007725476,0.001257636,0.170948617,0.01042041,0.022727273,0.066385196,0.041591807,0.134293629,0.030812073,0.052853186,0.080542788,0.002155947,0.010240747,0.120443213,0.011412742,0.005300036,0.009701761,0.000882223,0.007693141
C85018,GRIMETHORPE SURGERY,"6,805",0.023659074,0.042027921,0.009578544,0.006759735,0.00382072,0.168111683,0.010727406,0.021307862,0.053783982,0.037178545,0.214189319,0.02468773,0.050125313,0.096522896,0.003673769,0.006318883,0.16194332,0.010603432,0.005290228,0.008523145,0.000827815,0.008244332
C85019,THE GROVE MEDICAL PRACTICE,"5,002",0.021591363,0.037984806,0.018321119,0.011195522,0.005597761,0.18652539,0.013594562,0.018792483,0.052179128,0.031587365,0.120450192,0.019992003,0.043582375,0.074311491,0.003198721,0.005197921,0.058908046,0.006226054,0.004198321,0.010595762,0.000483793,0.01059322
C85020,HUDDERSFIELD ROAD SURGERY,"13,584",0.022820966,0.045789164,0.008567172,0.011778563,0.005815665,0.160924617,0.009349234,0.02385159,0.041740283,0.02458775,0.136205512,0.025544759,0.058692356,0.068460521,0.004564193,0.009570082,0.097493533,0.010792971,0.005300353,0.008171378,0.001571229,0.006810443
C85022,HOYLAND MEDICAL PRACTICE,"11,872",0.019036388,0.044727089,0.014901388,0.008170485,0.000842318,0.175707547,0.015330189,0.022911051,0.057530323,0.026617251,0.149958054,0.028386119,0.034500839,0.080538302,0.002863881,0.006401617,0.140520134,0.008598993,0.006401617,0.008170485,0.002329028,0.008381887
C85023,HOLLYGREEN PRACTICE,"10,923",0.020690287,0.048338369,0.005313849,0.007964845,0.004302847,0.164972993,0.006866246,0.019866337,0.064084958,0.040739724,0.151561044,0.028197382,0.045200373,0.083228102,0.002746498,0.009154994,0.092730662,0.009902144,0.006408496,0.007415545,0.000703235,0.007914971
C85024,HIGH STREET PRACTICE,"6,031",0.023545017,0.048250705,0.009958506,0.011772509,0.008124689,0.129829216,0.00315039,0.024042447,0.057867684,0.018902338,0.156218504,0.028850937,0.041120742,0.08115653,0.00116067,0.007627259,0.042531748,0.010078613,0.00397944,0.005471729,0.003749531,0.006896552
C85026,APOLLO COURT MEDICAL CENTRE,"5,516",0.021754895,0.051667875,0.010942249,0.005982596,0.001269036,0.16044235,0.012690355,0.021754895,0.05039884,0.031000725,0.104510451,0.033901378,0.047524752,0.073181325,0.002538071,0.005801305,0.067546755,0.006820682,0.003444525,0.006345178,0.001617469,0.008798283
C85028,LUNDWOOD MEDICAL CENTRE PMS PRACTICE,"4,574",0.016397027,0.044162659,0.002594514,0.004153913,0.001530389,0.108001749,0.016615654,0.02273721,0.041320507,0.03301268,0.13299708,0.027765632,0.048048845,0.08328968,0.000874508,0.003935286,0.039554022,0.007432971,0.003279405,0.007870573,0,0.006976744
C85030,WOMBWELL MEDICAL CENTRE PRACTICE,"9,803",0.020095889,0.043252066,0.010582011,0.010404978,0.008160767,0.145159645,0.007854738,0.020095889,0.062225849,0.035907375,0.175390035,0.029072733,0.036487167,0.084438934,0.001938182,0.006324595,0.084423754,0.008681429,0.005304499,0.005610527,0.000810154,0.007225964
C85033,VICTORIA MEDICAL CENTRE PMS PRACTICE,"11,329",0.01571189,0.03601377,0.006713505,0.007149793,0.0037073,0.107423427,0.006884985,0.018359961,0.058963721,0.01756554,0.110753166,0.023744373,0.031659631,0.056622408,0.003619031,0.007767676,0.086203066,0.008775828,0.00644364,0.007238062,0.000770812,0.00574962
C85614,DARTON HEALTH CENTRE PRACTICE,"2,983",0.021454911,0.043915521,0.010900746,0.005363728,0.000670466,0.187060007,0.013409319,0.021119678,0.071069393,0.028159571,0.15676359,0.026483406,0.038348083,0.070803832,0.003017097,0.006369427,0.090602613,0.008849558,0.003687563,0.007039893,0.003472222,0.004541701
C85619,ST GEORGE'S MEDICAL CENTRE PMS PRACTICE,"6,910",0.016931983,0.03748191,0.013487996,0.006657019,0.000868307,0.152532562,0.008972504,0.015195369,0.058031838,0.032416787,0.166569936,0.019971056,0.045463339,0.081710577,0.004341534,0.004920405,0.200232153,0.008705746,0.005788712,0.007670043,0.001366743,0.00676819
C85622,MONK BRETTON HEALTH CENTRE PRACTICE,"2,081",0.009130226,0.038443056,0.005342832,0.003844306,0.001922153,0.146564152,0.009130226,0.019221528,0.058145123,0.038443056,0.110486891,0.024507448,0.04494382,0.082614057,0.001922153,0.007208073,0.08988764,0.006242197,0.004324844,0.007688611,0,0.007874016
C85623,KINGSWELL SURGERY PMS PRACTICE,"3,961",0.016409997,0.023226458,0.008592471,0.002272153,0.001009846,0.119666751,0.002019692,0.008836152,0.052511992,0.008583691,0.140498543,0.02196415,0.032696666,0.044886181,0.001262307,0.002777076,0.16769181,0.005503399,0.001009846,0.003786922,0.002680965,0.008238276
C85628,CAXTON HOUSE SURGERY,"1,011",0.012858556,0.043521266,0.005008347,0.006923838,0.001978239,0.195845697,0.007912957,0.020771513,0.054401583,0.034619189,0.171779141,0.027695351,0.06993865,0.071601942,0.021760633,0.007912957,0.084662577,0.009815951,0.008902077,0.013847676,0.008264463,0.002406739
Y00411,DEARNE VALLEY GROUP PRACTICE,"10,127",0.016885553,0.043546954,0.011268109,0.006813469,0.003554853,0.143774069,0.009183371,0.017478029,0.057766367,0.0399921,0.171566756,0.01915671,0.043909889,0.073520171,0.005134788,0.007109707,0.118493064,0.008909253,0.004739804,0.007307199,0.000589275,0.009035772
Y04809,LAKESIDE SURGERY,"2,393",0.010447137,0.027162557,0.01328125,0.006686168,0.005014626,0.118679482,0.007939824,0.013372336,0.072294191,0.034266611,0.197345643,0.016297534,0.034045009,0.06708357,0.001253656,0.003760969,0.096364686,0.006347374,0.007939824,0.005850397,0.001607717,0.005030743
Y05248,BRIERLEY MEDICAL CENTRE,"2,959",0.01351808,0.045961473,0.007779773,0.004731328,0.001013856,0.170327813,0.01351808,0.016559649,0.058465698,0.037512673,0.083587288,0.025346401,0.045711798,0.071122536,0.007096992,0.012166272,0.146713104,0.005659556,0.003041568,0.003717472,0.001874414,0.021959459
Y05363,BHF HIGHGATE SURGERY,"3,575",0.01034965,0.032727273,0.014477212,0.004755245,0.001958042,0.12027972,0.008951049,0.017622378,0.059300699,0.029370629,0.15719697,0.017062937,0.027272727,0.063409176,0.001958042,0.007272727,0.140530303,0.009090909,0.005314685,0.010909091,0.003009027,0.006656805
Y05364,BHF LUNDWOOD SURGERY,"3,566",0.009814919,0.030286035,0.005652911,0.00448682,0.000841279,0.083006169,0.00673023,0.01570387,0.050757151,0.026360067,0.130804954,0.017106001,0.026315789,0.062878788,0.005888951,0.017386427,0.1625387,0.010448916,0.012899607,0.024116657,0.004444444,0.006357517
C84001,LARWOOD SURGERY,"29,095",0.02687747,0.037326001,0.008349193,0.016978862,0.007320846,0.147963568,0.009451796,0.023131122,0.065165836,0.031036261,0.148169412,0.030726929,0.080201387,0.086443409,0.005327376,0.011995188,0.172680299,0.009583536,0.005258636,0.00824884,0.005421258,0.008258065
C84008,TUXFORD MEDICAL CENTRE,"4,802",0.02790504,0.035818409,0.00542925,0.006872137,0.002082466,0.154102457,0.00603915,0.017700958,0.04727197,0.024781341,0.065565438,0.031653478,0.078017789,0.090065228,0.004789671,0.008538109,0.048538755,0.008640407,0.003540192,0.004789671,0.008592471,0.008168317
C84013,KINGFISHER FAMILY PRACTICE,"13,436",0.027165823,0.038701995,0.010151648,0.007144984,0.000446561,0.165525454,0.005284311,0.022328074,0.075245609,0.021881512,0.104785254,0.034534088,0.062834832,0.08086785,0.004837749,0.011833879,0.09543267,0.010623808,0.005433165,0.006921703,0.000657138,0.006552732
C84024,NEWGATE MEDICAL GROUP,"30,314",0.023388533,0.037606386,0.007130633,0.009599525,0.002078248,0.133634624,0.00781817,0.017351719,0.050603681,0.024114271,0.110552966,0.031833476,0.056220865,0.078060577,0.00323283,0.008972752,0.099461501,0.009363446,0.007059444,0.007356337,0.004711707,0.008531288
C84035,CROWN HOUSE SURGERY,"12,107",0.029156686,0.035847031,0.006696111,0.010324606,0.001404146,0.163954737,0.006938135,0.024696457,0.051210044,0.024779053,0.165482741,0.032130173,0.074237119,0.076770679,0.005121004,0.01230693,0.084942471,0.008804402,0.004377633,0.006772941,0.005833481,0.008730626
C84052,THE MISTERTON GROUP PRACT,"6,139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C84094,RIVERSIDE HEALTH CENTRE,"18,360",0.024782135,0.036437908,0.007436362,0.007352941,0.001198257,0.155119826,0.006535948,0.019063181,0.061328976,0.022222222,0.133328787,0.029847495,0.060492396,0.080572542,0.009640523,0.009694989,0.110686763,0.00784287,0.004575163,0.006862745,0.002961628,0.007228117
C84101,BAWTRY AND BLYTH MEDICAL,"3,031",0.022764764,0.034642032,0.021694215,0.006598482,0.002309469,0.2147806,0.006268558,0.023094688,0.065324975,0.019135599,0.102782071,0.029693171,0.071097372,0.073338426,0.002639393,0.01121742,0.076120556,0.006955178,0.002309469,0.006268558,0.002534854,0.008323874
C84692,NORTH LEVERTON SURGERY,"2,578",0.033359193,0.043832428,0.013166144,0.010861133,0.001939488,0.190457719,0.010861133,0.023273856,0.0806827,0.028316524,0.154800184,0.042280838,0.067524116,0.078146297,0.022498061,0.010473235,0.097841066,0.008727607,0.013188518,0.003491078,0.002046385,0.004496403
Y05346,WESTWOOD PRIMARY CARE CENTRE,"3,561",0.00898624,0.0182533,0.005863539,0.00477394,0.00196574,0.092951418,0.00505476,0.00870542,0.058691379,0.033698399,0.131266743,0.01853412,0.027554535,0.053423627,0.00168492,0.00645886,0.141599694,0.010332951,0.00224656,0.0070205,0.002328289,0.005551443
B83007,THE HEATON MEDICAL PRACTICE,"5,605",0.010347904,0.023907226,0.012638836,0.009277431,0.000892061,0.120963426,0.004817128,0.011775201,0.065120428,0.008206958,0.122747454,0.01677074,0.022982502,0.101172273,0.003568243,0.004638715,0.086967877,0.007834944,0.00749331,0.01677074,0.005327245,0.005962733
B83009,SUNNYBANK MEDICAL CENTRE,"10,527",0.020423672,0.032392894,0.009237875,0.008359457,0.003039802,0.144295621,0.007789494,0.019948703,0.060226085,0.034672746,0.147596154,0.025743327,0.031850962,0.082266477,0.003799753,0.005604636,0.087019231,0.0078125,0.004084734,0.007409518,0.00289296,0.007935582
B83010,PARKLANDS MEDICAL PRACTICE,"10,408",0.01575711,0.036606457,0.011153712,0.007398155,0.00057648,0.161510377,0.008743274,0.018159108,0.070138355,0.027286703,0.138983051,0.021041507,0.022222222,0.098121602,0.004611837,0.009896234,0.164846202,0.008160703,0.006821676,0.010664873,0.014302059,0.007188985
B83011,WOODROYD MEDICAL PRACTICE,"5,704",0.011746143,0.027875175,0.015151515,0.007889201,0.001753156,0.128506311,0.004032258,0.012096774,0.068723703,0.025245442,0.1451405,0.015603086,0.036607373,0.097585513,0.002279102,0.003330996,0.106986337,0.007476154,0.008064516,0.008765778,0.00385208,0.00736377
B83012,CARLTON MEDICAL PRACTICE,"9,923",0.013705533,0.030031241,0.013532338,0.008162854,0.001713192,0.127280056,0.005845007,0.016426484,0.065504384,0.018744331,0.139932698,0.019248211,0.060712283,0.102652192,0.004736471,0.012697773,0.096186203,0.008272574,0.006651214,0.014007861,0.006747159,0.006601105
B83013,WESTCLIFFE MEDICAL CENTRE,"11,401",0.020524515,0.03113762,0.002631579,0.011051662,0.006753794,0.145250417,0.005613543,0.019471976,0.066309973,0.022541882,0.100011326,0.024559249,0.034658512,0.081488934,0.006227524,0.008683449,0.081436176,0.011099785,0.005438119,0.012718183,0.007824726,0.00738699
B83014,BINGLEY MEDICAL PRACTICE,"12,903",0.023482911,0.031465551,0.016462531,0.008215144,0.003565062,0.149422615,0.006665117,0.022320391,0.068976207,0.019220336,0.088221177,0.031388049,0.041182682,0.060390595,0.005657599,0.008370146,0.157434962,0.008639724,0.003952569,0.008060141,0.005250328,0.006829451
B83015,TONG MEDICAL PRACTICE,"8,682",0.013936881,0.032135453,0.014875666,0.008523382,0.003340244,0.133724948,0.007141212,0.015319051,0.065998618,0.028795208,0.160725652,0.021538816,0.040101846,0.084743108,0.003685787,0.00691085,0.14624443,0.007479313,0.009099286,0.010596637,0.007375776,0.007869156
B83017,HORTON BANK PRACTICE,"8,041",0.013679891,0.036811342,0.01912261,0.008829748,0.001243626,0.148488994,0.007088671,0.018281308,0.060067156,0.022758363,0.116294242,0.018156946,0.033273528,0.089408749,0.003855242,0.010197737,0.113684554,0.01092807,0.008207934,0.007213033,0.00070373,0.009328063
B83018,IDLE MEDICAL CENTRE,"11,755",0.016588686,0.030029775,0.009661836,0.006295194,0.001616333,0.15329647,0.006039983,0.01871544,0.048490004,0.02313909,0.130779249,0.027137388,0.027241155,0.068736617,0.005104211,0.00918758,0.070327762,0.006728891,0.00442365,0.005954913,0.009928423,0.012494706
B83020,THE WILLOWS MEDICAL CTR.,"7,945",0.019509125,0.031592196,0.027027027,0.006922593,0.00402769,0.160604154,0.005160478,0.015733166,0.077910636,0.020516048,0.127330677,0.024669604,0.030438247,0.064358773,0.004405286,0.008432977,0.116015936,0.009243028,0.006670862,0.005412209,0.005326232,0.006672874
B83022,DR N DRIVER & PARTNERS,"9,160",0.024563319,0.038427948,0.009869581,0.008951965,0.00349345,0.185043668,0.008624454,0.023144105,0.080131004,0.020414847,0.112155634,0.04279476,0.054576315,0.068046572,0.006113537,0.011244541,0.077686382,0.007703356,0.001310044,0.006441048,0.004428698,0.006918642
B83028,WIBSEY & QUEENSBURY MED P,"11,265",0.015801154,0.03533067,0.006250977,0.006924101,0.00159787,0.133244563,0.005947625,0.017132712,0.084598313,0.022636485,0.105020261,0.029826897,0.02712742,0.074613588,0.003905903,0.005681314,0.070238631,0.010805943,0.005326232,0.00505992,0.00113353,0.006682734
B83029,LOW MOOR SURGERY,"9,994",0.019211527,0.035321193,0.015463012,0.008304983,0.001600961,0.168200921,0.010706424,0.024314589,0.071542926,0.037522514,0.112358118,0.034720832,0.058155847,0.084688091,0.004702822,0.010206124,0.121795689,0.008289759,0.005303182,0.006103662,0.003377501,0.008840742
B83030,THORNTON & DENHOLME MEDICAL PRACTICE,"8,679",0.019011407,0.033068326,0.001977457,0.007835004,0.00357184,0.157967508,0.008641549,0.017974421,0.067058417,0.029726927,0.128416103,0.025578984,0.039083162,0.075072464,0.004608826,0.005184929,0.102262709,0.011607405,0.008065445,0.006106694,0.005328597,0.007981756
B83031,OAK GLEN SURGERY,"3,684",0.020086862,0.026058632,0.007277397,0.003257329,0.001085776,0.166123779,0.00732899,0.016015201,0.068132465,0.022529859,0.125579854,0.02795874,0.022200133,0.058707773,0.003800217,0.005700326,0.080848244,0.00695825,0.002171553,0.007600434,0.001885607,0.005523067
B83032,BRADFORD MOOR PRACTICE,"3,719",0.008066685,0.028233396,0.010834236,0.00537779,0.001075558,0.098413552,0.005915569,0.007528906,0.042484539,0.013982253,0.156983455,0.012100027,0.021546749,0.113662025,0.001613337,0.001075558,0.042708734,0.009234321,0.002688895,0.011562248,0,0.00478117
B83035,HORTON PARK MEDICAL PRACTICE,"9,956",0.008738449,0.022298112,0.01043188,0.005725191,0.001004419,0.106970671,0.005122539,0.012253917,0.073925271,0.020791483,0.147557617,0.013258337,0.022032179,0.096975721,0.002511049,0.00361591,0.084505001,0.008262067,0.005323423,0.010948172,0.004653327,0.006264792
B83037,THE WILSDEN MEDICAL PRACTICE,"10,151",0.024628115,0.042655896,0.020785597,0.009063146,0.002758349,0.183331691,0.007289922,0.022165304,0.072111122,0.027780514,0.11826544,0.034971924,0.031537451,0.064786405,0.005910748,0.008866122,0.113964879,0.007048142,0.003152399,0.007486947,0.001878914,0.008154706
B83038,LEYLANDS LANE MEDICAL PRACTICE,"12,695",0.012839701,0.03166601,0.014835859,0.009058685,0.002835762,0.13265065,0.005907838,0.014651438,0.073493501,0.014966522,0.130044843,0.02087436,0.027015203,0.10587351,0.00401733,0.006853092,0.087498633,0.009077983,0.00811343,0.01079165,0.002427839,0.009250499
B83039,WINDHILL GREEN MEDICAL CENTRE,"12,662",0.021481598,0.034986574,0.015384615,0.013268046,0.010030011,0.179039646,0.01026694,0.021718528,0.079371347,0.031748539,0.130322066,0.033722951,0.039585203,0.076862436,0.004580635,0.008766388,0.139395752,0.009073686,0.004659611,0.010977729,0.016446049,0.007205453
B83040,SALTAIRE MEDICAL PRACTICE,"11,191",0.019569297,0.032704852,0.009699909,0.008846394,0.005897596,0.146635689,0.004825306,0.017871504,0.058171745,0.012778125,0.106506239,0.030381557,0.036987522,0.064509027,0.006969887,0.007059244,0.099710339,0.008355615,0.003127513,0.009561255,0.00676306,0.007418721
B83041,BOWLING HALL MED PRACTICE,"14,398",0.014724267,0.031671065,0.012831013,0.008403945,0.002986526,0.133838033,0.009931935,0.01680789,0.058341436,0.033824142,0.167917357,0.023822753,0.039274924,0.087586339,0.007014863,0.00763995,0.169281746,0.009843095,0.009445756,0.009098486,0.016593207,0.006882896
B83042,ROOLEY LANE MED. CENTRE,"7,499",0.014268569,0.034404587,0.009153318,0.008001067,0.001733564,0.134551274,0.006667556,0.0180024,0.049873316,0.032537672,0.123492349,0.022669689,0.028622862,0.085106383,0.003867182,0.007867716,0.135193519,0.011521152,0.005200693,0.008001067,0.001691332,0.005405405
B83043,WOODROYD CENTRE - DE HAAR,"4,633",0.007338657,0.018346644,0.019563239,0.004748543,0.002374272,0.117202676,0.005611915,0.012734729,0.041010145,0.016188215,0.110541493,0.011871358,0.032361423,0.085758998,0.001295057,0.0030218,0.047741109,0.005767382,0.005611915,0.011223829,0.00204918,0.003357753
B83045,HOLLINS HEALTH & WELLBEING - CLAYTON,"6,406",0.016390884,0.032625663,0.010317903,0.008897908,0.002341555,0.170465189,0.005775835,0.015610365,0.065719638,0.021542304,0.128856624,0.021854511,0.048396854,0.083911922,0.002653762,0.006088042,0.12805001,0.010082678,0.007492975,0.008897908,0.002647838,0.011900117
