Area_code,Area_name,Patient count,CV_AF,CV_CHD,CV_CVD,CV_HF,CV_LVSD,CV_HYP,CV_PAD,CV_STIA,Resp_AST,Resp_COPD,LS_OB,HD_CAN,HD_CKD,HD_DM,HD_PC,Neu_DEM,Neu_DEP,Neu_EP,Neu_LD,Neu_MH,MS_OST,MS_RA
E38000073,NHS HARROGATE AND RURAL DISTRICT CCG,"162,829",0.0262914,0.0397411,0.0100193,0.0100965,#N/A,0.1498259,0.0078426,0.0222258,0.0621879,0.0185962,0.0903266,0.0373766,0.0547746,0.0571211,0.0036419,0.0113862,0.1007559,0.0077254,0.0059695,0.0081189,0.0107249,0.0083925
E38000085,NHS HULL CCG,"299,148",0.0159787,0.0371789,0.0143488,0.0067993,#N/A,0.1437616,0.0059101,0.0159520,0.0608595,0.0273978,0.1130781,0.0245531,0.0362411,0.0719744,0.0031757,0.0073308,0.0939335,0.0110373,0.0057965,0.0092730,0.0029181,0.0088219
E38000119,NHS NORTH EAST LINCOLNSHIRE CCG,"169,523",0.0230057,0.0384609,0.0128640,0.0070964,#N/A,0.1608100,0.0079163,0.0228524,0.0630947,0.0254361,0.1204732,0.0306861,0.0590134,0.0756914,0.0052972,0.0090725,0.0913384,0.0109758,0.0058635,0.0085357,0.0051961,0.0083316
E38000121,NHS NORTH KIRKLEES CCG,"193,485",0.0157066,0.0362405,0.0094620,0.0085898,#N/A,0.1455100,0.0062330,0.0170452,0.0694111,0.0244102,0.1161822,0.0245135,0.0475556,0.0847691,0.0035817,0.0067085,0.1100756,0.0084161,0.0074734,0.0094219,0.0063897,0.0085117
E38000122,NHS NORTH LINCOLNSHIRE CCG,"178,861",0.0211337,0.0431900,0.0123859,0.0073912,#N/A,0.1681697,0.0060829,0.0209045,0.0604268,0.0232527,0.1144781,0.0303420,0.0468577,0.0790483,0.0021749,0.0083752,0.1171093,0.0096242,0.0045342,0.0073521,0.0024367,0.0079728
E38000141,NHS ROTHERHAM CCG,"263,020",0.0211163,0.0397993,0.0124269,0.0085887,#N/A,0.1594936,0.0075089,0.0210174,0.0648012,0.0294312,0.1389909,0.0270626,0.0431588,0.0736927,0.0035815,0.0097635,0.1336725,0.0099960,0.0059235,0.0092502,0.0026728,0.0083527
E38000145,NHS SCARBOROUGH AND RYEDALE CCG,"120,364",0.0286963,0.0477468,0.0110557,0.0142484,#N/A,0.1687548,0.0099365,0.0246336,0.0788774,0.0234622,0.1289838,0.0353013,0.0456454,0.0699994,0.0054086,0.0092636,0.1086564,0.0089972,0.0054086,0.0094879,0.0032907,0.0105248
E38000146,NHS SHEFFIELD CCG,"600,514",0.0197148,0.0349234,0.0104887,0.0110772,#N/A,0.1294308,0.0065177,0.0200362,0.0632475,0.0207389,0.0938610,0.0251718,0.0403557,0.0643072,0.0042597,0.0083046,0.1023774,0.0090135,0.0069207,0.0095535,0.0071494,0.0068810
E38000188,NHS VALE OF YORK CCG,"357,038",0.0227343,0.0338787,0.0103860,0.0082092,#N/A,0.1341622,0.0069796,0.0205300,0.0605314,0.0172419,0.0976856,0.0310527,0.0356607,0.0557012,0.0019046,0.0076546,0.0895772,0.0070974,0.0031285,0.0077331,0.0082117,0.0072211
E38000190,NHS WAKEFIELD CCG,"373,242",0.0202844,0.0388220,0.0104051,0.0077617,#N/A,0.1533884,0.0075045,0.0211632,0.0677416,0.0286758,0.1281494,0.0281881,0.0525072,0.0740293,0.0030382,0.0074429,0.1095754,0.0091860,0.0058327,0.0085923,0.0039590,0.0080054
E38000225,NHS LEEDS CCG,"879,936",0.0159068,0.0291294,0.0126351,0.0070539,#N/A,0.1227135,0.0062402,0.0165432,0.0572598,0.0196594,0.1009053,0.0242222,0.0307987,0.0609936,0.0031752,0.0070141,0.0928032,0.0078004,0.0043958,0.0096734,0.0045377,0.0068244
E38000042,NHS DARLINGTON CCG,"108,273",0.0218706,0.0390310,0.0142689,0.0156641,#N/A,0.1582297,0.0085340,0.0221292,0.0630628,0.0265810,0.1467823,0.0305062,0.0448414,0.0752498,0.0065390,0.0098270,0.1175883,0.0100060,0.0063820,0.0105566,0.0102596,0.0087945
E38000047,"NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG","292,023",0.0230427,0.0506056,0.0144939,0.0149269,#N/A,0.1770135,0.0101567,0.0248439,0.0684364,0.0364184,0.1510665,0.0315660,0.0436611,0.0811153,0.0079891,0.0104101,0.1202479,0.0110419,0.0074275,0.0103964,0.0072554,0.0094542
E38000116,NHS NORTH DURHAM CCG,"259,527",0.0201752,0.0411865,0.0098221,0.0105384,#N/A,0.1525853,0.0076023,0.0218667,0.0633460,0.0241054,0.1288345,0.0283554,0.0419856,0.0711582,0.0061882,0.0080146,0.1077808,0.0079115,0.0052364,0.0087004,0.0058809,0.0077177
E38000075,NHS HARTLEPOOL AND STOCKTON-ON-TEES CCG,"297,143",0.0211447,0.0394692,0.0141584,0.0095072,#N/A,0.1555951,0.0074274,0.0209327,0.0645985,0.0298240,0.1376668,0.0273437,0.0428182,0.0680160,0.0077572,0.0096048,0.1233428,0.0100485,0.0053005,0.0082183,0.0036568,0.0077847
E38000130,NHS NORTHUMBERLAND CCG,"325,159",0.0260396,0.0465372,0.0107622,0.0144237,#N/A,0.1754742,0.0092693,0.0260488,0.0716972,0.0274912,0.1319597,0.0366006,0.0587006,0.0788380,0.0055450,0.0101335,0.1123853,0.0094977,0.0065998,0.0097860,0.0098728,0.0116215
E38000162,NHS SOUTH TEES CCG,"296,733",0.0197619,0.0401034,0.0115341,0.0085970,#N/A,0.1494441,0.0084217,0.0212278,0.0610246,0.0314525,0.1204009,0.0268019,0.0345078,0.0723471,0.0061806,0.0085093,0.1048843,0.0112116,0.0069052,0.0097630,0.0038779,0.0073699
E38000163,NHS SOUTH TYNESIDE CCG,"157,145",0.0220688,0.0447294,0.0095297,0.0128798,#N/A,0.1586687,0.0094753,0.0220561,0.0619237,0.0371631,0.1394591,0.0314041,0.0604310,0.0741775,0.0089153,0.0093544,0.1182635,0.0093339,0.0061026,0.0100926,0.0041622,0.0092670
E38000176,NHS SUNDERLAND CCG,"283,669",0.0216344,0.0468187,0.0114180,0.0101033,#N/A,0.1681502,0.0099517,0.0219975,0.0585471,0.0340291,0.1330099,0.0297918,0.0433473,0.0723895,0.0037579,0.0084042,0.1094106,0.0104267,0.0074770,0.0093489,0.0034157,0.0081379
E38000215,NHS NORTH CUMBRIA CCG,"323,943",0.0245259,0.0486968,0.0113603,0.0127368,#N/A,0.1627509,0.0118725,0.0248408,0.0667556,0.0243963,0.1139615,0.0367410,0.0625061,0.0768038,0.0064734,0.0091930,0.1282015,0.0096472,0.0056306,0.0104278,0.0083562,0.0101518
E38000212,NHS NEWCASTLE GATESHEAD CCG,"525,902",0.0175166,0.0326848,0.0113199,0.0091538,#N/A,0.1356469,0.0087773,0.0196500,0.0605227,0.0241718,0.1111437,0.0253393,0.0501045,0.0634563,0.0035273,0.0078361,0.0962581,0.0086153,0.0063320,0.0103689,0.0073411,0.0084789
E38000127,NHS NORTH TYNESIDE CCG,"218,862",0.0212280,0.0415833,0.0093408,0.0140956,#N/A,0.1545449,0.0095494,0.0249381,0.0670377,0.0259524,0.1257053,0.0323217,0.0531594,0.0725889,0.0065247,0.0089965,0.1033074,0.0100910,0.0070592,0.0092935,0.0136419,0.0088755
E38000056,NHS EASTERN CHESHIRE CCG,"208,295",0.0266641,0.0342303,0.0124936,0.0099426,#N/A,0.1551597,0.0069901,0.0220889,0.0619746,0.0167983,0.0792981,0.0331645,0.0478894,0.0615702,0.0057323,0.0113301,0.0976870,0.0087707,0.0040663,0.0086608,0.0078531,0.0075335
E38000068,NHS HALTON CCG,"131,206",0.0222551,0.0411490,0.0122181,0.0111733,#N/A,0.1561514,0.0095422,0.0199229,0.0684191,0.0278798,0.1415431,0.0293279,0.0386124,0.0816769,0.0043519,0.0069814,0.1298471,0.0097209,0.0062116,0.0091459,0.0047274,0.0099085
E38000091,NHS KNOWSLEY CCG,"165,042",0.0198919,0.0420075,0.0125723,0.0097490,#N/A,0.1535185,0.0098278,0.0183287,0.0576096,0.0355849,0.1275976,0.0282110,0.0484399,0.0758127,0.0045382,0.0072527,0.1430910,0.0110052,0.0063620,0.0107306,0.0054516,0.0090845
E38000151,NHS SOUTH CHESHIRE CCG,"185,737",0.0240663,0.0356795,0.0121129,0.0110533,#N/A,0.1589990,0.0075752,0.0222734,0.0599934,0.0189192,0.0997863,0.0332513,0.0493672,0.0691208,0.0046625,0.0084474,0.1200142,0.0089180,0.0038441,0.0091043,0.0100493,0.0088960
E38000161,NHS SOUTH SEFTON CCG,"155,072",0.0241888,0.0424255,0.0142976,0.0143030,#N/A,0.1673868,0.0089700,0.0206291,0.0626999,0.0308308,0.1151933,0.0307083,0.0658602,0.0697069,0.0036951,0.0078415,0.1167525,0.0105942,0.0046946,0.0132584,0.0024900,0.0090344
E38000170,NHS SOUTHPORT AND FORMBY CCG,"125,003",0.0300793,0.0415430,0.0134197,0.0116957,#N/A,0.1717879,0.0080878,0.0244874,0.0652944,0.0209915,0.0982917,0.0385911,0.0535404,0.0717431,0.0081358,0.0127917,0.0965533,0.0093523,0.0060879,0.0115437,0.0042203,0.0078739
E38000172,NHS ST HELENS CCG,"192,527",0.0236642,0.0439886,0.0136719,0.0113958,#N/A,0.1772167,0.0090481,0.0203868,0.0755530,0.0306554,0.1168246,0.0310138,0.0421780,0.0772951,0.0033813,0.0085131,0.1343664,0.0097872,0.0050538,0.0108868,0.0027096,0.0084325
E38000189,NHS VALE ROYAL CCG,"106,940",0.0233402,0.0353189,0.0109839,0.0108659,#N/A,0.1607817,0.0071722,0.0203011,0.0670282,0.0233215,0.1201512,0.0315317,0.0505075,0.0724434,0.0067982,0.0077520,0.1096470,0.0090322,0.0055078,0.0084814,0.0088884,0.0092843
E38000194,NHS WARRINGTON CCG,"218,036",0.0198270,0.0357143,0.0130373,0.0084803,#N/A,0.1397017,0.0071685,0.0181392,0.0620998,0.0182126,0.0991938,0.0278853,0.0345689,0.0673903,0.0024996,0.0079024,0.1134080,0.0079814,0.0046368,0.0087738,0.0048767,0.0076882
E38000196,NHS WEST CHESHIRE CCG,"263,417",0.0254388,0.0351078,0.0129865,0.0101322,#N/A,0.1466876,0.0075584,0.0207276,0.0633254,0.0195545,0.1083505,0.0342461,0.0372910,0.0653309,0.0025245,0.0086365,0.0950964,0.0080777,0.0043657,0.0092059,0.0097832,0.0107765
E38000208,NHS WIRRAL CCG,"336,210",0.0274352,0.0389281,0.0128480,0.0114185,#N/A,0.1605366,0.0084531,0.0226763,0.0667886,0.0253800,0.1136667,0.0322923,0.0504433,0.0721755,0.0068886,0.0095773,0.1446590,0.0103469,0.0068945,0.0110318,0.0091912,0.0071322
E38000101,NHS LIVERPOOL CCG,"532,841",0.0184746,0.0334209,0.0141226,0.0091772,#N/A,0.1374256,0.0082145,0.0177426,0.0566773,0.0304181,0.1195684,0.0249249,0.0545399,0.0627372,0.0038285,0.0064578,0.1140054,0.0101769,0.0054632,0.0139910,0.0081160,0.0066313
E38000016,NHS BOLTON CCG,"309,149",0.0168268,0.0316061,0.0113324,0.0078021,#N/A,0.1390236,0.0057125,0.0183407,0.0633384,0.0229016,0.1210374,0.0235906,0.0563482,0.0817308,0.0038913,0.0077244,0.1003772,0.0089357,0.0043733,0.0098561,0.0032336,0.0073791
E38000024,NHS BURY CCG,"203,952",0.0177150,0.0331696,0.0055562,0.0090266,#N/A,0.1435681,0.0066290,0.0187299,0.0642896,0.0214021,0.1096513,0.0256335,0.0475957,0.0739612,0.0035155,0.0094140,0.0766225,0.0094386,0.0052856,0.0102328,0.0059949,0.0071899
E38000135,NHS OLDHAM CCG,"255,199",0.0147885,0.0317987,0.0118503,0.0080917,#N/A,0.1365993,0.0078409,0.0177038,0.0674023,0.0233504,0.1249044,0.0242556,0.0370409,0.0819952,0.0039734,0.0074726,0.1107219,0.0100448,0.0058190,0.0101685,0.0045662,0.0084183
E38000080,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG","233,290",0.0159844,0.0361781,0.0113744,0.0088988,#N/A,0.1431437,0.0087702,0.0193793,0.0686099,0.0246732,0.1204038,0.0259934,0.0441760,0.0848079,0.0037893,0.0065284,0.1556977,0.0104417,0.0063483,0.0118608,0.0051473,0.0089283
E38000143,NHS SALFORD CCG,"272,631",0.0164141,0.0319369,0.0076828,0.0094743,#N/A,0.1255433,0.0079925,0.0170340,0.0558924,0.0255950,0.1215084,0.0207753,0.0337014,0.0638292,0.0039834,0.0073873,0.0925233,0.0092126,0.0045996,0.0106884,0.0052494,0.0059055
E38000174,NHS STOCKPORT CCG,"311,806",0.0222286,0.0374143,0.0128359,0.0112955,#N/A,0.1483936,0.0071487,0.0204807,0.0661950,0.0229983,0.0843400,0.0301534,0.0301180,0.0649036,0.0050640,0.0090088,0.1214055,0.0086531,0.0052180,0.0089607,0.0072582,0.0061766
E38000182,NHS TAMESIDE AND GLOSSOP CCG,"247,784",0.0187542,0.0387717,0.0141913,0.0096415,#N/A,0.1586866,0.0091249,0.0210385,0.0677848,0.0291907,0.1057412,0.0267774,0.0302000,0.0770801,0.0053555,0.0085720,0.1339183,0.0098271,0.0057429,0.0090765,0.0058404,0.0077619
E38000187,NHS TRAFFORD CCG,"241,640",0.0214906,0.0337982,0.0158033,0.0098204,#N/A,0.1422695,0.0071553,0.0194256,0.0709527,0.0196077,0.0911708,0.0319028,0.0493629,0.0660749,0.0033107,0.0084630,0.1263654,0.0081136,0.0039770,0.0095721,0.0078163,0.0074764
E38000205,NHS WIGAN BOROUGH CCG,"327,689",0.0215174,0.0411305,0.0123487,0.0108426,#N/A,0.1598558,0.0078642,0.0199091,0.0680523,0.0259118,0.1220301,0.0284385,0.0479773,0.0749065,0.0032592,0.0077390,0.1171367,0.0093542,0.0058806,0.0084684,0.0066372,0.0080533
E38000217,NHS MANCHESTER CCG,"641,098",0.0106474,0.0235065,0.0111014,0.0068445,#N/A,0.1021170,0.0069974,0.0126689,0.0576948,0.0197271,0.0776283,0.0168243,0.0277235,0.0640161,0.0040072,0.0046951,0.1087423,0.0077640,0.0048011,0.0127718,0.0067692,0.0048684
E38000014,NHS BLACKBURN WITH DARWEN CCG,"181,165",0.0145337,0.0354759,0.0120402,0.0080479,#N/A,0.1270720,0.0073524,0.0167251,0.0689151,0.0215605,0.1109225,0.0218861,0.0359183,0.0825011,0.0030469,0.0065244,0.1171625,0.0088077,0.0046146,0.0125631,0.0059182,0.0072660
E38000015,NHS BLACKPOOL CCG,"177,797",0.0233918,0.0438196,0.0125387,0.0141960,#N/A,0.1732256,0.0116931,0.0221264,0.0680776,0.0360805,0.1318755,0.0309398,0.0710701,0.0777271,0.0050170,0.0101914,0.1544843,0.0119629,0.0049945,0.0153715,0.0078862,0.0084980
E38000034,NHS CHORLEY AND SOUTH RIBBLE CCG,"188,203",0.0214343,0.0377730,0.0116289,0.0105843,#N/A,0.1508531,0.0082889,0.0196065,0.0639894,0.0229221,0.1009572,0.0309825,0.0645136,0.0673635,0.0047608,0.0081561,0.1266042,0.0088530,0.0056747,0.0088893,0.0041335,0.0085667
E38000050,NHS EAST LANCASHIRE CCG,"381,783",0.0194980,0.0395696,0.0134331,0.0091256,#N/A,0.1469788,0.0098197,0.0203231,0.0714830,0.0259572,0.1127378,0.0281521,0.0375625,0.0749200,0.0044056,0.0080098,0.1034706,0.0094620,0.0047933,0.0110901,0.0048185,0.0070622
E38000227,NHS GREATER PRESTON CCG,"209,377",0.0180249,0.0313501,0.0105566,0.0099915,#N/A,0.1291689,0.0070304,0.0179485,0.0620412,0.0206088,0.0905144,0.0257335,0.0508752,0.0650293,0.0036012,0.0070352,0.1201460,0.0092309,0.0042173,0.0111187,0.0036912,0.0077817
E38000228,NHS MORECAMBE BAY CCG,"345,853",0.0237818,0.0391091,0.0106776,0.0098279,#N/A,0.1510295,0.0088101,0.0226599,0.0682631,0.0227814,0.0877957,0.0323519,0.0424239,0.0677526,0.0074743,0.0104004,0.1175300,0.0092961,0.0047968,0.0094289,0.0034340,0.0088334
E38000200,NHS WEST LANCASHIRE CCG,"113,697",0.0231668,0.0371338,0.0124036,0.0110557,#N/A,0.1607342,0.0071946,0.0207657,0.0659384,0.0229030,0.1025744,0.0322964,0.0451879,0.0704192,0.0045120,0.0097276,0.1134912,0.0084401,0.0045999,0.0080301,0.0049550,0.0082558
E38000226,NHS FYLDE AND WYRE CCG,"177,376",0.0294008,0.0498151,0.0133538,0.0149513,#N/A,0.1826628,0.0103509,0.0260407,0.0681603,0.0284762,0.1157297,0.0402704,0.0639005,0.0719311,0.0076899,0.0128710,0.1224003,0.0097022,0.0038731,0.0103509,0.0055562,0.0095145
E38000058,NHS EREWASH CCG,"97,481",0.0217068,0.0360686,0.0097521,0.0114586,#N/A,0.1585335,0.0074579,0.0206604,0.0682800,0.0246304,0.1192552,0.0309599,0.0638668,0.0715396,0.0077656,0.0102892,0.1198137,0.0102552,0.0096942,0.0078272,0.0131589,0.0078129
E38000071,NHS HARDWICK CCG,"104,079",0.0226367,0.0443894,0.0133018,0.0107803,#N/A,0.1819195,0.0078882,0.0233957,0.0642204,0.0312551,0.1497166,0.0304192,0.0581399,0.0902187,0.0050346,0.0099924,0.1130598,0.0103019,0.0067449,0.0096369,0.0037731,0.0091327
E38000103,NHS MANSFIELD AND ASHFIELD CCG,"193,778",0.0192230,0.0401439,0.0113058,0.0090929,#N/A,0.1550744,0.0056611,0.0197288,0.0617098,0.0246777,0.1370438,0.0284191,0.0495689,0.0763655,0.0052999,0.0090619,0.1056985,0.0106451,0.0071886,0.0079937,0.0061238,0.0079775
E38000109,NHS NEWARK AND SHERWOOD CCG,"135,004",0.0235993,0.0393766,0.0106313,0.0098960,#N/A,0.1530918,0.0065257,0.0217253,0.0620500,0.0218882,0.1308809,0.0336879,0.0574260,0.0717808,0.0060146,0.0088664,0.0926766,0.0102780,0.0068146,0.0065628,0.0058247,0.0073382
E38000115,NHS NORTH DERBYSHIRE CCG,"292,498",0.0259079,0.0406191,0.0126870,0.0120138,#N/A,0.1702200,0.0078804,0.0242053,0.0673680,0.0231181,0.1086433,0.0340652,0.0575166,0.0750151,0.0071761,0.0099078,0.1160967,0.0088965,0.0053881,0.0102155,0.0045627,0.0077253
E38000132,NHS NOTTINGHAM CITY CCG,"379,243",0.0122797,0.0249444,0.0116416,0.0057140,#N/A,0.1040731,0.0044642,0.0136693,0.0519904,0.0168256,0.0833841,0.0181862,0.0292599,0.0578514,0.0040423,0.0062097,0.0929977,0.0074583,0.0051418,0.0101544,0.0053754,0.0052290
E38000133,NHS NOTTINGHAM NORTH AND EAST CCG,"155,762",0.0206405,0.0362027,0.0095704,0.0070492,#N/A,0.1487269,0.0056753,0.0204543,0.0684249,0.0194656,0.1126798,0.0318948,0.0577301,0.0697719,0.0049948,0.0092449,0.0850367,0.0085493,0.0049434,0.0073766,0.0036171,0.0068234
E38000134,NHS NOTTINGHAM WEST CCG,"94,151",0.0231649,0.0370256,0.0111150,0.0123950,#N/A,0.1521492,0.0063515,0.0214018,0.0634725,0.0214974,0.1189530,0.0332763,0.0531623,0.0703408,0.0051194,0.0112585,0.1038200,0.0096253,0.0052575,0.0080297,0.0088801,0.0073820
E38000142,NHS RUSHCLIFFE CCG,"126,919",0.0229910,0.0334308,0.0096781,0.0097306,#N/A,0.1384505,0.0047747,0.0195637,0.0629141,0.0147653,0.0957905,0.0330683,0.0552035,0.0568599,0.0061850,0.0102034,0.0827017,0.0073329,0.0044044,0.0062323,0.0054055,0.0064275
E38000169,NHS SOUTHERN DERBYSHIRE CCG,"554,875",0.0194260,0.0331877,0.0113406,0.0099536,#N/A,0.1410282,0.0062663,0.0188132,0.0631980,0.0192602,0.1048159,0.0264114,0.0545718,0.0707177,0.0059311,0.0082343,0.1038584,0.0086443,0.0072178,0.0083640,0.0058396,0.0080976
E38000028,NHS CANNOCK CHASE CCG,"133,160",0.0212752,0.0393136,0.0105742,0.0097777,#N/A,0.1653875,0.0068339,0.0201036,0.0589591,0.0249399,0.1163947,0.0323445,0.0426933,0.0782521,0.0030114,0.0082007,0.1173832,0.0100998,0.0061054,0.0067513,0.0047464,0.0113536
E38000053,NHS EAST STAFFORDSHIRE CCG,"141,923",0.0206309,0.0312705,0.0097426,0.0105057,#N/A,0.1405762,0.0049745,0.0170374,0.0614418,0.0185241,0.1032485,0.0299106,0.0425151,0.0720102,0.0029594,0.0076309,0.0853507,0.0085796,0.0047279,0.0062640,0.0042292,0.0077601
E38000126,NHS NORTH STAFFORDSHIRE CCG,"218,075",0.0248630,0.0374275,0.0136154,0.0087906,#N/A,0.1717620,0.0068646,0.0243769,0.0639000,0.0239872,0.1210389,0.0320624,0.0419537,0.0756942,0.0060713,0.0101204,0.1167698,0.0096503,0.0045947,0.0082357,0.0054483,0.0087860
E38000147,NHS SHROPSHIRE CCG,"306,577",0.0268154,0.0372957,0.0126387,0.0092505,#N/A,0.1652570,0.0090548,0.0256575,0.0688408,0.0182271,0.1081251,0.0366172,0.0567903,0.0687554,0.0039762,0.0112011,0.1087965,0.0093405,0.0052352,0.0079621,0.0080519,0.0093900
E38000153,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,"217,850",0.0234703,0.0360202,0.0110267,0.0088180,#N/A,0.1544319,0.0056231,0.0196557,0.0622768,0.0183980,0.0979916,0.0331053,0.0481010,0.0709527,0.0023411,0.0085563,0.0983507,0.0086172,0.0048061,0.0071196,0.0059250,0.0089268
E38000173,NHS STAFFORD AND SURROUNDS CCG,"149,092",0.0249510,0.0360583,0.0128837,0.0083505,#N/A,0.1620409,0.0066670,0.0221474,0.0608081,0.0170968,0.0950485,0.0351930,0.0361408,0.0666558,0.0030250,0.0085585,0.0959204,0.0096480,0.0033872,0.0070158,0.0037868,0.0095916
E38000175,NHS STOKE ON TRENT CCG,"290,815",0.0199611,0.0356309,0.0155701,0.0086103,#N/A,0.1644344,0.0081048,0.0208277,0.0627581,0.0259512,0.1470172,0.0259822,0.0406549,0.0812099,0.0040197,0.0093255,0.1397569,0.0115127,0.0064165,0.0095765,0.0055464,0.0083388
E38000183,NHS TELFORD AND WREKIN CCG,"186,377",0.0176900,0.0306422,0.0099246,0.0077692,#N/A,0.1376779,0.0072434,0.0179797,0.0616385,0.0211721,0.1070455,0.0261030,0.0460699,0.0739697,0.0014809,0.0061864,0.1345487,0.0093349,0.0042548,0.0089550,0.0031258,0.0079505
E38000038,NHS COVENTRY AND RUGBY CCG,"513,026",0.0146601,0.0239695,0.0103266,0.0065650,#N/A,0.1300480,0.0053974,0.0148862,0.0552272,0.0150499,0.0901950,0.0220554,0.0422502,0.0665344,0.0022007,0.0059588,0.0913038,0.0074850,0.0041596,0.0092120,0.0055697,0.0070033
E38000046,NHS DUDLEY CCG,"312,824",0.0252474,0.0413715,0.0125795,0.0093279,#N/A,0.1820033,0.0066843,0.0209735,0.0664111,0.0223288,0.1544721,0.0322705,0.0647774,0.0790713,0.0096380,0.0088772,0.1189335,0.0092947,0.0048462,0.0087301,0.0040606,0.0096454
E38000078,NHS HEREFORDSHIRE CCG,"187,215",0.0252918,0.0351841,0.0112640,0.0105868,#N/A,0.1635660,0.0069012,0.0233368,0.0633016,0.0228935,0.1020336,0.0353337,0.0482122,0.0689472,0.0032529,0.0091232,0.0906907,0.0088099,0.0052026,0.0083166,0.0078009,0.0101045
E38000195,NHS WARWICKSHIRE NORTH CCG,"191,540",0.0195364,0.0309700,0.0138443,0.0087606,#N/A,0.1641902,0.0061867,0.0181946,0.0579931,0.0192701,0.1058544,0.0272632,0.0721723,0.0757500,0.0019422,0.0075023,0.0846587,0.0090941,0.0048188,0.0072152,0.0062965,0.0087994
E38000139,NHS REDDITCH AND BROMSGROVE CCG,"177,616",0.0207132,0.0343156,0.0123491,0.0100216,#N/A,0.1515066,0.0060974,0.0202910,0.0634965,0.0191480,0.1052714,0.0304308,0.0484265,0.0697606,0.0042958,0.0077133,0.1209600,0.0082270,0.0041550,0.0070489,0.0091188,0.0092250
